Project Name,Package Name,Type Name,Method Name,Code Smell
iBase4J,org.ibase4j.model,SysDept,equals,Long Statement
iBase4J,org.ibase4j.model,SysDept,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysDic,equals,Long Statement
iBase4J,org.ibase4j.model,SysDic,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysMenu,equals,Long Statement
iBase4J,org.ibase4j.model,SysMenu,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysParam,equals,Long Statement
iBase4J,org.ibase4j.model,SysParam,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysRole,equals,Long Statement
iBase4J,org.ibase4j.model,SysRole,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysRoleMenu,equals,Long Statement
iBase4J,org.ibase4j.model,SysRoleMenu,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysSession,equals,Long Statement
iBase4J,org.ibase4j.model,SysSession,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysUserMenu,equals,Long Statement
iBase4J,org.ibase4j.model,SysUserMenu,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysUserRole,equals,Long Statement
iBase4J,org.ibase4j.model,SysUserRole,hashCode,Magic Number
iBase4J,org.ibase4j.model,SysUserThirdparty,equals,Long Statement
iBase4J,org.ibase4j.model,SysUserThirdparty,hashCode,Magic Number
iBase4J,org.ibase4j,Generator,main,Long Statement
iBase4J,org.ibase4j.core,RongCloudHelper,getInstance,Long Statement
iBase4J,org.ibase4j.core,RongCloudHelper,regin,Magic Number
iBase4J,org.ibase4j.core,RongCloudHelper,update,Magic Number
iBase4J,org.ibase4j.core,RongCloudHelper,sendPrivateMsg,Magic Number
iBase4J,org.ibase4j.service.impl,MemberServiceImpl,update,Magic Number
iBase4J,org.ibase4j.service.impl,SendMsgServiceImpl,setParams,Magic Number
iBase4J,org.ibase4j.service.impl,SendMsgServiceImpl,setParams,Missing default
iBase4J,org.ibase4j.service.impl,SendMsgServiceImpl,sendRandomCode,Magic Number
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserMenu,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserMenu,Long Statement
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserPermission,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserPermission,Complex Method
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserPermission,Long Statement
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateUserRole,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateRoleMenu,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateRoleMenu,Long Statement
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateRolePermission,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateRolePermission,Complex Method
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,updateRolePermission,Long Statement
iBase4J,org.ibase4j.service.impl,SysAuthorizeServiceImpl,queryAuthorizeByUserId,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysMenuServiceImpl,queryList,Complex Method
iBase4J,org.ibase4j.service.impl,SysMenuServiceImpl,queryTreeList,Complex Conditional
iBase4J,org.ibase4j.service.impl,SysMenuServiceImpl,queryTreeList,Long Statement
iBase4J,org.ibase4j.core.config,SwaggerConfig,apiInfo,Long Statement
iBase4J,org.ibase4j.core.config,WebConfig,addInterceptors,Long Statement
iBase4J,org.ibase4j.web,LoginController,login,Magic Number
iBase4J,org.ibase4j.web,TMemberController,updatePhone,Long Parameter List
iBase4J,org.ibase4j.web,SysAuthorizeController,userMenu,Complex Conditional
iBase4J,org.ibase4j.web,SysAuthorizeController,userRole,Complex Conditional
iBase4J,org.ibase4j.web,SysAuthorizeController,roleMenu,Complex Conditional
iBase4J,org.ibase4j.web,SysAuthorizeController,updateUserPermission,Complex Conditional
iBase4J,org.ibase4j.web,SysAuthorizeController,updateRolePermission,Complex Conditional
iBase4J,org.ibase4j.web,SysUserController,update,Magic Number
iBase4J,org.ibase4j.web,SysUserController,updatePerson,Magic Number
iBase4J,org.ibase4j.web,ThirdPartyLoginController,getRedirectUrl,Long Statement
iBase4J,org.ibase4j.scheduler,CoreTask,cleanExpiredSessions,Magic Number
iBase4J,org.ibase4j.core.shiro,AuthorizeRealm,doGetAuthenticationInfo,Magic Number
