Project Name,Package Name,Type Name,Code Smell
iBase4J,org.ibase4j.bean,Member,Insufficient Modularization
iBase4J,org.ibase4j.model,TMember,Insufficient Modularization
iBase4J,org.ibase4j.model,SysMenu,Insufficient Modularization
iBase4J,org.ibase4j.model,SysNews,Insufficient Modularization
iBase4J,org.ibase4j.model,SysUser,Insufficient Modularization
iBase4J,org.ibase4j.service,MemberService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysArticleService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysArticleService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysDeptService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysEmailConfigService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysEmailConfigService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysEmailService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysEmailService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysEmailTemplateService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysEmailTemplateService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysFeedbackService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysFeedbackService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysMsgConfigService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysMsgService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysNewsService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysNewsService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysNoticeService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysNoticeService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysRoleService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysRoleService,Unutilized Abstraction
iBase4J,org.ibase4j.service,SysUnitService,Unnecessary Abstraction
iBase4J,org.ibase4j.service,SysUnitService,Unutilized Abstraction
iBase4J,org.ibase4j,Generator,Unutilized Abstraction
iBase4J,org.ibase4j.core,BizServerListener,Unutilized Abstraction
iBase4J,org.ibase4j.core,WebServerListener,Unutilized Abstraction
iBase4J,org.ibase4j.core,SysServerListener,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,TMemberMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,TMemberMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysArticleMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,SysArticleMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysDeptMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,SysDeptMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysDicMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,SysDicMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysEmailConfigMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,SysEmailConfigMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysEmailMapper,Unnecessary Abstraction
iBase4J,org.ibase4j.mapper,SysEmailMapper,Unutilized Abstraction
iBase4J,org.ibase4j.mapper,SysEmailTemplateMapper,Unnecessary Abstraction
