Project Name,Package Name,Type Name,Code Smell
JASONETTE-Android,com.jasonette.seed.Launcher,Builder,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Launcher,DebugLauncher,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Launcher,Launcher,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Launcher,Launcher,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Action,JasonAgentAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonAudioAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonCacheAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonConvertAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,Sleep,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,RSSCallback,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonGeoAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonGeoAction,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Action,JasonGlobalAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonLogAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonMediaAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonNetworkAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonOauthAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonOauthAction,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Action,JasonPushAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonReturnAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonScriptAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonSessionAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonTimerAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonUtilAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonUtilAction,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Action,TimePickerFragment,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonVisionAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Action,JasonWebsocketAction,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Component,JasonButtonComponent,Imperative Abstraction
JASONETTE-Android,com.jasonette.seed.Component,JasonComponent,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Component,JasonComponentFactory,Imperative Abstraction
JASONETTE-Android,com.jasonette.seed.Component,JasonComponentFactory,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Component,JasonLabelComponent,Imperative Abstraction
JASONETTE-Android,com.jasonette.seed.Component,JasonMapComponent,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Component,JasonMapComponent,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Component,MapReadyHandler,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Core,JasonCallback,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Core,JasonModel,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Core,JasonModel,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Core,Task,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Core,Console,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Core,JasonRequire,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Core,JasonViewActivity,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Core,JasonViewActivity,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Core,JasonViewActivity,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Helper,JasonSettings,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Lib,MaterialBadgeTextView,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Lib,OvalShadow,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Lib,SemiCircleRectDrawable,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Section,ItemAdapter,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Section,ItemAdapter,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Section,ItemAdapter,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Section,ViewHolderFactory,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Section,BackgroundImage,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Section,JasonLayout,Imperative Abstraction
JASONETTE-Android,com.jasonette.seed.Service.agent,JasonAgentService,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Service.agent,JasonAgentService,Insufficient Modularization
JASONETTE-Android,com.jasonette.seed.Service.agent,Fetcher,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Service.push,JasonPushMessageService,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Service.push,JasonPushRegisterService,Unutilized Abstraction
JASONETTE-Android,com.jasonette.seed.Service.vision,JasonVisionService,Deficient Encapsulation
JASONETTE-Android,com.jasonette.seed.Service.websocket,JasonWebsocketService,Cyclic-Dependent Modularization
JASONETTE-Android,com.jasonette.seed.Service.websocket,JasonWebSocketListener,Cyclic-Dependent Modularization
