Project Name,Package Name,Type Name,Method Name,Code Smell
uexam,com.mindskip.xzs.configuration.property,CookieConfig,getInterval,Magic Number
uexam,com.mindskip.xzs.configuration.spring.mvc,WebMvcConfiguration,addResourceHandlers,Magic Number
uexam,com.mindskip.xzs.configuration.spring.mvc,WebMvcConfiguration,addInterceptors,Long Statement
uexam,com.mindskip.xzs.configuration.spring.security,RestLoginAuthenticationFilter,setUserDetailsService,Long Statement
uexam,com.mindskip.xzs.configuration.spring.security,RestLogoutSuccessHandler,onLogoutSuccess,Long Statement
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,FormLoginWebSecurityConfigurerAdapter,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,FormLoginWebSecurityConfigurerAdapter,Long Parameter List
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,configure,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,configure,Long Statement
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,corsConfigurationSource,Magic Number
uexam,com.mindskip.xzs.configuration.spring.security,SecurityConfigurer,authenticationFilter,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,FormLoginWebSecurityConfigurerAdapter,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,FormLoginWebSecurityConfigurerAdapter,Long Parameter List
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,configure,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,configure,Long Statement
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,corsConfigurationSource,Magic Number
uexam,com.mindskip.xzs.configuration.spring.security,FormLoginWebSecurityConfigurerAdapter,authenticationFilter,Long Identifier
uexam,com.mindskip.xzs.configuration.spring.wx,TokenHandlerInterceptor,preHandle,Long Statement
uexam,com.mindskip.xzs.configuration.spring.wx,TokenHandlerInterceptor,preHandle,Magic Number
uexam,com.mindskip.xzs.context,WebContext,getCurrentUser,Long Statement
uexam,com.mindskip.xzs.context,WxContext,setContext,Long Statement
uexam,com.mindskip.xzs.context,WxContext,getCurrentUser,Long Statement
uexam,com.mindskip.xzs.context,WxContext,getCurrentUserToken,Long Statement
uexam,com.mindskip.xzs.controller.admin,DashboardController,DashboardController,Long Identifier
uexam,com.mindskip.xzs.controller.admin,DashboardController,DashboardController,Long Parameter List
uexam,com.mindskip.xzs.controller.admin,DashboardController,Index,Long Identifier
uexam,com.mindskip.xzs.controller.admin,MessageController,pageList,Long Statement
uexam,com.mindskip.xzs.controller.admin,QuestionController,edit,Long Identifier
uexam,com.mindskip.xzs.controller.admin,QuestionController,validQuestionEditRequestVM,Long Statement
uexam,com.mindskip.xzs.controller.admin,UploadController,upload,Magic Number
uexam,com.mindskip.xzs.controller.admin,UploadController,questionUploadAndReadExcel,Magic Number
uexam,com.mindskip.xzs.controller.admin,UserController,edit,Magic Number
uexam,com.mindskip.xzs.controller.admin,UserController,changeStatus,Long Statement
uexam,com.mindskip.xzs.controller,ErrorController,error,Magic Number
uexam,com.mindskip.xzs.controller.student,DashboardController,DashboardController,Long Parameter List
uexam,com.mindskip.xzs.controller.student,DashboardController,task,Long Statement
uexam,com.mindskip.xzs.controller.student,ExamPaperAnswerController,answerSubmit,Long Statement
uexam,com.mindskip.xzs.controller.student,ExamPaperAnswerController,answerSubmit,Magic Number
uexam,com.mindskip.xzs.controller.student,ExamPaperAnswerController,edit,Long Statement
uexam,com.mindskip.xzs.controller.student,ExamPaperAnswerController,edit,Magic Number
uexam,com.mindskip.xzs.controller.student,QuestionAnswerController,QuestionAnswerController,Long Identifier
uexam,com.mindskip.xzs.controller.student,QuestionAnswerController,pageList,Long Identifier
uexam,com.mindskip.xzs.controller.student,QuestionAnswerController,select,Long Identifier
uexam,com.mindskip.xzs.controller.student,QuestionAnswerController,select,Long Statement
uexam,com.mindskip.xzs.controller.student,UploadController,questionUploadAndReadExcel,Magic Number
uexam,com.mindskip.xzs.controller.student,UserController,UserController,Long Parameter List
uexam,com.mindskip.xzs.controller.student,UserController,register,Magic Number
uexam,com.mindskip.xzs.controller.wx.student,AuthController,bind,Magic Number
uexam,com.mindskip.xzs.controller.wx.student,AuthController,checkBind,Magic Number
uexam,com.mindskip.xzs.controller.wx.student,DashboardController,task,Long Statement
uexam,com.mindskip.xzs.controller.wx.student,ExamPaperAnswerController,answerSubmit,Long Statement
uexam,com.mindskip.xzs.controller.wx.student,ExamPaperAnswerController,answerSubmit,Magic Number
