Project Name,Package Name,Type Name,Code Smell
RuoYi,com.ruoyi,RuoYiServletInitializer,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.common,CommonController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoDialogController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoFormController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoFormController,Insufficient Modularization
RuoYi,com.ruoyi.web.controller.demo.controller,UserFormModel,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoIconController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoOperateController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoReportController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoTableController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,DemoTableController,Insufficient Modularization
RuoYi,com.ruoyi.web.controller.demo.controller,UserTableColumn,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,UserTableModel,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.controller,UserTableModel,Insufficient Modularization
RuoYi,com.ruoyi.web.controller.demo.domain,GoodsModel,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.demo.domain,UserOperateModel,Insufficient Modularization
RuoYi,com.ruoyi.web.controller.monitor,CacheController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.monitor,DruidController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.monitor,ServerController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.monitor,SysLogininforController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.monitor,SysOperlogController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.monitor,SysUserOnlineController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysCaptchaController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysConfigController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysDeptController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysDictDataController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysDictTypeController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysIndexController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysLoginController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysMenuController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysNoticeController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysPostController,Unutilized Abstraction
RuoYi,com.ruoyi.web.controller.system,SysProfileController,Unutilized Abstraction
