Project Name,Package Name,Type Name,Method Name,Code Smell
RuoYi,com.ruoyi,RuoYiApplication,main,Long Statement
RuoYi,com.ruoyi.web.controller.demo.controller,DemoFormController,localRefresh,Magic Number
RuoYi,com.ruoyi.web.controller.demo.controller,DemoFormController,userModel,Magic Number
RuoYi,com.ruoyi.web.controller.demo.controller,DemoOperateController,list,Complex Method
RuoYi,com.ruoyi.web.controller.demo.controller,DemoOperateController,list,Magic Number
RuoYi,com.ruoyi.web.controller.demo.controller,DemoOperateController,importUser,Complex Method
RuoYi,com.ruoyi.web.controller.demo.controller,DemoTableController,list,Magic Number
RuoYi,com.ruoyi.web.controller.demo.controller,UserTableModel,UserTableModel,Long Parameter List
RuoYi,com.ruoyi.web.controller.demo.domain,CustomerModel,toString,Long Statement
RuoYi,com.ruoyi.web.controller.demo.domain,GoodsModel,toString,Long Statement
RuoYi,com.ruoyi.web.controller.demo.domain,UserOperateModel,UserOperateModel,Long Parameter List
RuoYi,com.ruoyi.web.controller.system,SysDeptController,edit,Magic Number
RuoYi,com.ruoyi.web.controller.system,SysDeptController,editSave,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysIndexController,index,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysProfileController,update,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysUserController,addSave,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysUserController,edit,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysUserController,editSave,Long Statement
RuoYi,com.ruoyi.web.controller.system,SysUserController,authRole,Long Statement
RuoYi,com.ruoyi.web.core.config,SwaggerConfig,createRestApi,Long Statement
RuoYi,com.ruoyi.web.core.config,SwaggerConfig,apiInfo,Long Statement
RuoYi,com.ruoyi.common.config.thread,ThreadPoolConfig,scheduledExecutorService,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysDept,getDeptName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDept,getPhone,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDept,getEmail,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDept,toString,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysDictData,getDictLabel,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictData,getDictValue,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictData,getDictType,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictData,getCssClass,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictData,toString,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysDictType,getDictName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictType,getDictType,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysDictType,toString,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysMenu,getMenuName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysMenu,getUrl,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysMenu,getPerms,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysMenu,toString,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysRole,getRoleName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysRole,getRoleKey,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysRole,toString,Long Statement
RuoYi,com.ruoyi.common.core.domain.entity,SysUser,getLoginName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysUser,getUserName,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysUser,getEmail,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysUser,getPhonenumber,Magic Number
RuoYi,com.ruoyi.common.core.domain.entity,SysUser,toString,Long Statement
RuoYi,com.ruoyi.common.core.text,Convert,toBool,Complex Method
RuoYi,com.ruoyi.common.core.text,Convert,toBool,Missing default
RuoYi,com.ruoyi.common.core.text,Convert,toSBC,Magic Number
RuoYi,com.ruoyi.common.core.text,Convert,toDBC,Magic Number
RuoYi,com.ruoyi.common.core.text,Convert,digitUppercase,Long Statement
RuoYi,com.ruoyi.common.core.text,Convert,digitUppercase,Magic Number
RuoYi,com.ruoyi.common.core.text,StrFormatter,format,Magic Number
RuoYi,com.ruoyi.common.exception.file,InvalidExtensionException,InvalidExtensionException,Long Statement
RuoYi,com.ruoyi.common.json,JSONObject,value,Magic Number
RuoYi,com.ruoyi.common.json,JSONObject,obj,Magic Number
RuoYi,com.ruoyi.common.utils,CookieUtils,setCookie,Magic Number
RuoYi,com.ruoyi.common.utils,CookieUtils,setCookie,Long Parameter List
RuoYi,com.ruoyi.common.utils,DateUtils,differentDaysByMillisecond,Magic Number
RuoYi,com.ruoyi.common.utils,DateUtils,getDatePoor,Magic Number
RuoYi,com.ruoyi.common.utils,IpUtils,getIpAddr,Complex Conditional
RuoYi,com.ruoyi.common.utils,IpUtils,internalIp,Magic Number
RuoYi,com.ruoyi.common.utils,IpUtils,internalIp,Missing default
RuoYi,com.ruoyi.common.utils,IpUtils,textToNumericFormatV4,Complex Method
RuoYi,com.ruoyi.common.utils,IpUtils,textToNumericFormatV4,Magic Number
RuoYi,com.ruoyi.common.utils,IpUtils,textToNumericFormatV4,Missing default
RuoYi,com.ruoyi.common.utils,IpUtils,getHostIp,Empty catch clause
RuoYi,com.ruoyi.common.utils,IpUtils,getHostName,Empty catch clause
RuoYi,com.ruoyi.common.utils,ServletUtils,checkAgentIsMobile,Complex Conditional
RuoYi,com.ruoyi.common.utils,ShiroUtils,randomSalt,Magic Number
RuoYi,com.ruoyi.common.utils,StringUtils,substring,Complex Method
RuoYi,com.ruoyi.common.utils,StringUtils,toUnderScoreCase,Complex Conditional
RuoYi,com.ruoyi.common.utils,Threads,shutdownAndAwaitTermination,Magic Number
RuoYi,com.ruoyi.common.utils,YamlUtil,getProperty,Complex Conditional
RuoYi,com.ruoyi.common.utils,YamlUtil,setProperty,Complex Conditional
RuoYi,com.ruoyi.common.utils.file,FileTypeUtils,getFileExtendName,Complex Conditional
RuoYi,com.ruoyi.common.utils.file,FileTypeUtils,getFileExtendName,Long Statement
RuoYi,com.ruoyi.common.utils.file,FileTypeUtils,getFileExtendName,Magic Number
RuoYi,com.ruoyi.common.utils.file,FileUploadUtils,assertAllowed,Magic Number
RuoYi,com.ruoyi.common.utils.file,FileUtils,writeBytes,Magic Number
RuoYi,com.ruoyi.common.utils.file,FileUtils,setAttachmentResponseHeader,Long Statement
RuoYi,com.ruoyi.common.utils.file,FileUtils,getFileExtendName,Complex Conditional
RuoYi,com.ruoyi.common.utils.file,FileUtils,getFileExtendName,Long Statement
RuoYi,com.ruoyi.common.utils.file,FileUtils,getFileExtendName,Magic Number
RuoYi,com.ruoyi.common.utils.file,ImageUtils,readFile,Magic Number
RuoYi,com.ruoyi.common.utils.file,MimeTypeUtils,getExtension,Missing default
RuoYi,com.ruoyi.common.utils.html,EscapeUtil,encode,Magic Number
RuoYi,com.ruoyi.common.utils.html,EscapeUtil,decode,Magic Number
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,processTag,Complex Method
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,processTag,Magic Number
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,processParamProtocol,Magic Number
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,decodeEntities,Magic Number
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,validateEntities,Magic Number
RuoYi,com.ruoyi.common.utils.html,HTMLFilter,encodeQuotes,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,importExcel,Complex Conditional
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,importExcel,Complex Method
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,importExcel,Long Method
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,createStyles,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,setCellVo,Long Statement
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,setDataValidation,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,addCell,Long Parameter List
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,addCell,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,setXSSFPrompt,Long Parameter List
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,setXSSFValidation,Long Parameter List
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,addStatisticsData,Empty catch clause
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,createExcelField,Long Statement
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,getRowHeight,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,putToField,Complex Conditional
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,createWorkbook,Magic Number
RuoYi,com.ruoyi.common.utils.poi,ExcelUtil,getCellValue,Complex Method
RuoYi,com.ruoyi.common.utils.reflect,ReflectUtils,invokeMethodByName,Complex Method
RuoYi,com.ruoyi.common.utils.reflect,ReflectUtils,makeAccessible,Complex Conditional
RuoYi,com.ruoyi.common.utils.reflect,ReflectUtils,makeAccessible,Long Statement
RuoYi,com.ruoyi.common.utils.reflect,ReflectUtils,convertReflectionExceptionToUnchecked,Complex Conditional
RuoYi,com.ruoyi.common.utils.reflect,ReflectUtils,convertReflectionExceptionToUnchecked,Long Statement
RuoYi,com.ruoyi.common.utils.security,Md5Utils,toHex,Magic Number
RuoYi,com.ruoyi.common.utils.security,PermissionUtils,getMsg,Long Statement
RuoYi,com.ruoyi.common.utils.uuid,UUID,UUID,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,randomUUID,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,nameUUIDFromBytes,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,fromString,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,version,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,variant,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,timestamp,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,clockSequence,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,node,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,toString,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,hashCode,Magic Number
RuoYi,com.ruoyi.common.utils.uuid,UUID,compareTo,Long Statement
RuoYi,com.ruoyi.common.utils.uuid,UUID,digits,Magic Number
RuoYi,com.ruoyi.common.xss,XssFilter,handleExcludeURL,Complex Conditional
RuoYi,com.ruoyi.framework.aspectj,DataScopeAspect,dataScopeFilter,Complex Method
RuoYi,com.ruoyi.framework.aspectj,DataScopeAspect,dataScopeFilter,Long Statement
RuoYi,com.ruoyi.framework.aspectj,DataScopeAspect,dataScopeFilter,Magic Number
RuoYi,com.ruoyi.framework.aspectj,LogAspect,handleLog,Magic Number
RuoYi,com.ruoyi.framework.aspectj,LogAspect,setRequestValue,Magic Number
RuoYi,com.ruoyi.framework.aspectj,LogAspect,isFilterObject,Long Statement
RuoYi,com.ruoyi.framework.config,DruidConfig,setDataSource,Empty catch clause
RuoYi,com.ruoyi.framework.config,DruidConfig,removeDruidFilterRegistrationBean,Long Statement
RuoYi,com.ruoyi.framework.config,KaptchaTextCreator,getText,Magic Number
RuoYi,com.ruoyi.framework.config,MyBatisConfig,setTypeAliasesPackage,Long Statement
RuoYi,com.ruoyi.framework.config,MyBatisConfig,resolveMapperLocations,Empty catch clause
RuoYi,com.ruoyi.framework.config,ResourcesConfig,addResourceHandlers,Long Statement
RuoYi,com.ruoyi.framework.config,ShiroConfig,sessionManager,Magic Number
RuoYi,com.ruoyi.framework.config,ShiroConfig,rememberMeCookie,Magic Number
RuoYi,com.ruoyi.framework.config,ShiroConfig,rememberMeManager,Magic Number
RuoYi,com.ruoyi.framework.config,ShiroConfig,authorizationAttributeSourceAdvisor,Long Identifier
RuoYi,com.ruoyi.framework.interceptor.impl,SameUrlDataInterceptor,compareTime,Magic Number
RuoYi,com.ruoyi.framework.manager,ShutdownManager,shutdownSpringSessionValidationScheduler,Long Identifier
RuoYi,com.ruoyi.framework.shiro.service,SysLoginService,login,Complex Method
RuoYi,com.ruoyi.framework.shiro.service,SysLoginService,login,Long Statement
RuoYi,com.ruoyi.framework.shiro.service,SysPasswordService,validate,Long Statement
RuoYi,com.ruoyi.framework.shiro.service,SysRegisterService,register,Complex Method
RuoYi,com.ruoyi.framework.shiro.service,SysRegisterService,register,Long Statement
RuoYi,com.ruoyi.framework.shiro.session,OnlineSession,toString,Long Statement
RuoYi,com.ruoyi.framework.shiro.session,OnlineSessionDAO,syncToDb,Magic Number
RuoYi,com.ruoyi.framework.shiro.web.filter.kickout,KickoutSessionFilter,onAccessDenied,Complex Conditional
RuoYi,com.ruoyi.framework.shiro.web.filter.kickout,KickoutSessionFilter,onAccessDenied,Empty catch clause
RuoYi,com.ruoyi.framework.shiro.web.filter,LogoutFilter,preHandle,Long Statement
RuoYi,com.ruoyi.framework.shiro.web.filter.sync,SyncOnlineSessionFilter,onPreHandle,Complex Conditional
RuoYi,com.ruoyi.framework.shiro.web.session,OnlineWebSessionManager,validateSessions,Complex Method
RuoYi,com.ruoyi.framework.shiro.web.session,SpringSessionValidationScheduler,enableSessionValidation,Long Statement
RuoYi,com.ruoyi.framework.shiro.web.session,SpringSessionValidationScheduler,enableSessionValidation,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Cpu,getTotal,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Cpu,getSys,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Cpu,getUsed,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Cpu,getWait,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Cpu,getFree,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Jvm,getTotal,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Jvm,getMax,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Jvm,getFree,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Jvm,getUsed,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Jvm,getUsage,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Mem,getTotal,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Mem,getUsed,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Mem,getFree,Magic Number
RuoYi,com.ruoyi.framework.web.domain.server,Mem,getUsage,Magic Number
RuoYi,com.ruoyi.framework.web.domain,Server,setSysFiles,Magic Number
RuoYi,com.ruoyi.framework.web.domain,Server,convertFileSize,Magic Number
RuoYi,com.ruoyi.generator.domain,GenTableColumn,isSuperColumn,Long Statement
RuoYi,com.ruoyi.generator.service.impl,GenTableServiceImpl,synchDb,Long Statement
RuoYi,com.ruoyi.generator.service.impl,GenTableServiceImpl,validateEdit,Complex Method
RuoYi,com.ruoyi.generator.service.impl,GenTableServiceImpl,setPkColumn,Complex Method
RuoYi,com.ruoyi.generator.service.impl,GenTableServiceImpl,getGenPath,Long Statement
RuoYi,com.ruoyi.generator.util,GenUtils,initColumnField,Complex Conditional
RuoYi,com.ruoyi.generator.util,GenUtils,initColumnField,Complex Method
RuoYi,com.ruoyi.generator.util,GenUtils,initColumnField,Long Statement
RuoYi,com.ruoyi.generator.util,GenUtils,initColumnField,Magic Number
