Project Name,Package Name,Type Name,Code Smell
jianshi,com.wingjay.jianshi,ApplicationTest,Unutilized Abstraction
jianshi,com.wingjay.jianshi,Constants,Unnecessary Abstraction
jianshi,com.wingjay.jianshi,Constants,Deficient Encapsulation
jianshi,com.wingjay.jianshi,RequestCode,Unnecessary Abstraction
jianshi,com.wingjay.jianshi,RequestCode,Unutilized Abstraction
jianshi,com.wingjay.jianshi,RequestCode,Deficient Encapsulation
jianshi,com.wingjay.jianshi,ServerResultCode,Unnecessary Abstraction
jianshi,com.wingjay.jianshi,ServerResultCode,Unutilized Abstraction
jianshi,com.wingjay.jianshi,ServerResultCode,Deficient Encapsulation
jianshi,com.wingjay.jianshi.db,JianshiDatabase,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.db,JianshiDatabase,Deficient Encapsulation
jianshi,com.wingjay.jianshi.db.service,DiaryService,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.di,AppComponent,Unutilized Abstraction
jianshi,com.wingjay.jianshi.di,AppComponent,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.di,AppModule,Unutilized Abstraction
jianshi,com.wingjay.jianshi.di,MiscComponent,Unutilized Abstraction
jianshi,com.wingjay.jianshi.events,InvalidUserTokenEvent,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.global,JianShiApplication,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.log,LoggingData,Deficient Encapsulation
jianshi,com.wingjay.jianshi.log,LoggingData,Broken Modularization
jianshi,com.wingjay.jianshi.manager,UserManager,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.network,DiaryResponse,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.network,DiaryResponse,Unutilized Abstraction
jianshi,com.wingjay.jianshi.network,JsonDataResponse,Unutilized Abstraction
jianshi,com.wingjay.jianshi.network,JsonDataResponse,Broken Hierarchy
jianshi,com.wingjay.jianshi.network,JsonResponse,Unutilized Abstraction
jianshi,com.wingjay.jianshi.network,JsonResponse,Broken Hierarchy
jianshi,com.wingjay.jianshi.network,UnStripable,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.network,UnStripable,Unutilized Abstraction
jianshi,com.wingjay.jianshi.prefs,BasePrefs,Unutilized Abstraction
jianshi,com.wingjay.jianshi.prefs,UserPrefs,Unutilized Abstraction
jianshi,com.wingjay.jianshi.prefs,UserPrefs,Deficient Encapsulation
jianshi,com.wingjay.jianshi.prefs,UserPrefs,Broken Hierarchy
jianshi,com.wingjay.jianshi.prefs,UserPrefs,Insufficient Modularization
jianshi,com.wingjay.jianshi.sync,LocalUpdater,Unutilized Abstraction
jianshi,com.wingjay.jianshi.sync,SyncService,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui.adapter,DiaryListAdapter,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui.adapter,DiaryListViewHolder,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.base,BaseActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui.base,BaseFragment,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.ui.base,BaseFragment,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui,DiaryListActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui,EditActivity,Deficient Encapsulation
jianshi,com.wingjay.jianshi.ui,EditActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui,MainActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui,SettingActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui,SignupActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui,SplashActivity,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui,ViewActivity,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.ui.widget,BgColorPickAdapter,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,ViewHolder,Unnecessary Abstraction
jianshi,com.wingjay.jianshi.ui.widget,DatePickDialogFragment,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,DatePickDialogFragment,Deficient Encapsulation
jianshi,com.wingjay.jianshi.ui.widget,DatePickAdapter,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,ViewHolder,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,DayPickDialogFragment,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,DayPickDialogFragment,Deficient Encapsulation
jianshi,com.wingjay.jianshi.ui.widget,DayPickAdapter,Unutilized Abstraction
jianshi,com.wingjay.jianshi.ui.widget,ThreeLinePoemView,Cyclic-Dependent Modularization
jianshi,com.wingjay.jianshi.util,StringByTime,Cyclic-Dependent Modularization
