Project Name,Package Name,Type Name,Method Name,Code Smell
MarkNote,me.shouheng.notepal,PalmApp,onCreate,Long Statement
MarkNote,me.shouheng.notepal,ExampleUnitTest,addition_isCorrect,Magic Number
MarkNote,me.shouheng.notepal.activity,AboutActivity,doCreateView,Complex Method
MarkNote,me.shouheng.notepal.activity,AboutActivity,doCreateView,Long Identifier
MarkNote,me.shouheng.notepal.activity,AboutActivity,doCreateView,Long Method
MarkNote,me.shouheng.notepal.activity,AboutActivity,doCreateView,Long Statement
MarkNote,me.shouheng.notepal.activity,DirectoryActivity,createFolder,Long Statement
MarkNote,me.shouheng.notepal.activity,DirectoryActivity,createFolder,Magic Number
MarkNote,me.shouheng.notepal.activity,DirectoryActivity,failure,Long Statement
MarkNote,me.shouheng.notepal.activity,DirectoryActivity,onDirectoryPicked,Long Statement
MarkNote,me.shouheng.notepal.activity,FabSortActivity,doCreateView,Long Statement
MarkNote,me.shouheng.notepal.activity,FabSortActivity,back,Long Statement
MarkNote,me.shouheng.notepal.activity,GalleryActivity,configViews,Magic Number
MarkNote,me.shouheng.notepal.activity,GalleryActivity,hideSystemUI,Long Statement
MarkNote,me.shouheng.notepal.activity,GalleryActivity,hideSystemUI,Magic Number
MarkNote,me.shouheng.notepal.activity,GalleryActivity,setupSystemUI,Long Statement
MarkNote,me.shouheng.notepal.activity,GalleryActivity,showSystemUI,Long Statement
MarkNote,me.shouheng.notepal.activity,GalleryActivity,showSystemUI,Magic Number
MarkNote,me.shouheng.notepal.activity,GalleryActivity,onPull,Magic Number
MarkNote,me.shouheng.notepal.activity,ListActivity,doCreateView,Long Statement
MarkNote,me.shouheng.notepal.activity,ListActivity,configDrawer,Long Statement
MarkNote,me.shouheng.notepal.activity,ListActivity,configDrawer,Magic Number
MarkNote,me.shouheng.notepal.activity,ListActivity,setDrawerLayoutLocked,Long Statement
MarkNote,me.shouheng.notepal.activity,ListActivity,onCategorySelected,Long Statement
MarkNote,me.shouheng.notepal.activity,ListActivity,onNotebookSelected,Long Statement
MarkNote,me.shouheng.notepal.activity,LockActivity,doCreateView,Long Statement
MarkNote,me.shouheng.notepal.activity,LockActivity,doCreateView,Magic Number
MarkNote,me.shouheng.notepal.activity,LockActivity,doCreateView,Missing default
MarkNote,me.shouheng.notepal.activity,LockActivity,onCompleteForRequirement,Magic Number
MarkNote,me.shouheng.notepal.activity,LockActivity,showQuestionDialog,Long Statement
MarkNote,me.shouheng.notepal.activity,LockActivity,showDisableDialog,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,checkPsdIfNecessary,Complex Conditional
MarkNote,me.shouheng.notepal.activity,MainActivity,checkPsdIfNecessary,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,addSubscriptions,Complex Method
MarkNote,me.shouheng.notepal.activity,MainActivity,everything,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,configDrawer,Complex Method
MarkNote,me.shouheng.notepal.activity,MainActivity,configDrawer,Long Method
MarkNote,me.shouheng.notepal.activity,MainActivity,configDrawer,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,configDrawer,Magic Number
MarkNote,me.shouheng.notepal.activity,MainActivity,handleIntent,Complex Conditional
MarkNote,me.shouheng.notepal.activity,MainActivity,handleIntent,Complex Method
MarkNote,me.shouheng.notepal.activity,MainActivity,handleIntent,Long Method
MarkNote,me.shouheng.notepal.activity,MainActivity,handleIntent,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,handleIntent,Magic Number
MarkNote,me.shouheng.notepal.activity,MainActivity,handleAppWidget,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,initFloatButtons,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,initFloatButtons,Magic Number
MarkNote,me.shouheng.notepal.activity,MainActivity,show,Magic Number
MarkNote,me.shouheng.notepal.activity,MainActivity,hide,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,hide,Magic Number
MarkNote,me.shouheng.notepal.activity,MainActivity,resolveFabClick,Complex Method
MarkNote,me.shouheng.notepal.activity,MainActivity,resolveFabClick,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,setDrawerLayoutLocked,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,toNotesFragment,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,onNotebookSelected,Long Statement
MarkNote,me.shouheng.notepal.activity,MainActivity,onCategorySelected,Long Statement
MarkNote,me.shouheng.notepal.activity,QuickActivity,checkPsdIfNecessary,Complex Conditional
MarkNote,me.shouheng.notepal.activity,QuickActivity,checkPsdIfNecessary,Long Statement
MarkNote,me.shouheng.notepal.activity,QuickActivity,handleIntent,Long Statement
MarkNote,me.shouheng.notepal.activity,QuickActivity,handleAppWidget,Long Statement
MarkNote,me.shouheng.notepal.activity,SearchActivity,doCreateView,Long Statement
MarkNote,me.shouheng.notepal.activity,SettingsActivity,doCreateView,Long Identifier
MarkNote,me.shouheng.notepal.activity,SettingsActivity,setupToolbar,Long Identifier
MarkNote,me.shouheng.notepal.activity,SettingsActivity,setupToolbar,Long Statement
MarkNote,me.shouheng.notepal.activity,SettingsActivity,getLaunchIntent,Long Identifier
MarkNote,me.shouheng.notepal.activity,SketchActivity,configViews,Magic Number
MarkNote,me.shouheng.notepal.activity,SketchActivity,setSeekBarProgress,Magic Number
MarkNote,me.shouheng.notepal.activity,SketchActivity,showPopup,Long Statement
MarkNote,me.shouheng.notepal.activity,SketchActivity,onDrawChanged,Magic Number
MarkNote,me.shouheng.notepal.activity,SketchActivity,onClick,Complex Method
