Project Name,Package Name,Type Name,Method Name,Code Smell
Android-PickerView,com.bigkoo.pickerviewdemo,JsonDataActivity,showPickerView,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,JsonDataActivity,showPickerView,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,JsonDataActivity,onOptionsSelect,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,onClick,Complex Method
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initLunarPicker,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initLunarPicker,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,customLayout,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,onCheckedChanged,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initTimePicker,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initTimePicker,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initCustomTimePicker,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initCustomTimePicker,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initOptionPicker,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initOptionPicker,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,initNoLinkOptionsPicker,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,getOptionData,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,MainActivity,getCardData,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,TestCircleWheelViewActivity,onCreate,Magic Number
Android-PickerView,com.bigkoo.pickerviewdemo,TestFragment,initTimePicker,Long Statement
Android-PickerView,com.bigkoo.pickerviewdemo,TestFragment,initTimePicker,Magic Number
Android-PickerView,com.bigkoo.pickerview.builder,TimePickerBuilder,setLabel,Long Parameter List
Android-PickerView,com.bigkoo.pickerview.builder,TimePickerBuilder,setTextXOffset,Long Parameter List
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,lYearDays,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,leapDays,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,leapMonth,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,monthDays,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,AnimalsYear,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,cyclicalm,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,cyclical,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,calElement,Complex Conditional
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,calElement,Complex Method
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,calElement,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,getChinaDate,Complex Method
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,getChinaDate,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,getCurrentLunarDate,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,oneDay,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,ChinaDate,getLunarYearText,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,lunarToSolar,Complex Conditional
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,lunarToSolar,Complex Method
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,lunarToSolar,Long Statement
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,lunarToSolar,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,solarToLunar,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,solarToLunarDeprecated,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,daysInLunarYear,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,daysInLunarMonth,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,leapMonth,Magic Number
Android-PickerView,com.bigkoo.pickerview.utils,LunarCalendar,solarToInt,Magic Number
Android-PickerView,com.bigkoo.pickerview.view,BasePickerView,initViews,Long Statement
Android-PickerView,com.bigkoo.pickerview.view,BasePickerView,initViews,Magic Number
Android-PickerView,com.bigkoo.pickerview.view,BasePickerView,onKey,Complex Conditional
