Project Name,Package Name,Type Name,Method Name,Code Smell
quollwriter,com.quollwriter.achievements,AchievementsManager,AchievementsManager,Complex Method
quollwriter,com.quollwriter.achievements,AchievementsManager,AchievementsManager,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsManager,AchievementsManager,Magic Number
quollwriter,com.quollwriter.achievements,AchievementsManager,getAchievedAchievementIds,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsManager,removeViewer,Complex Method
quollwriter,com.quollwriter.achievements,AchievementsManager,addProjectViewer,Complex Method
quollwriter,com.quollwriter.achievements,AchievementsManager,addProjectViewer,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsManager,addProjectViewer,Magic Number
quollwriter,com.quollwriter.achievements,AchievementsManager,projectAchievementReached,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsManager,isAchievementsEnabled,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsManager,playAchievementSound,Magic Number
quollwriter,com.quollwriter.achievements,AchievementsManager,eventOccurred,Complex Method
quollwriter,com.quollwriter.achievements,AchievementsManager,eventOccurred,Magic Number
quollwriter,com.quollwriter.achievements,AchievementsManager,run,Empty catch clause
quollwriter,com.quollwriter.achievements,AchievementsManager,removeAchievedAchievement,Long Statement
quollwriter,com.quollwriter.achievements,AchievementsChecker,run,Empty catch clause
quollwriter,com.quollwriter.achievements.rules,AbstractAchievementRule,AbstractAchievementRule,Complex Method
quollwriter,com.quollwriter.achievements.rules,AchievementRuleFactory,createRule,Complex Method
quollwriter,com.quollwriter.achievements.rules,EditorMessageAchievementRule,handleMessage,Complex Conditional
quollwriter,com.quollwriter.achievements.rules,EventAchievementRule,init,Empty catch clause
quollwriter,com.quollwriter.achievements.rules,ItemAchievementRule,ItemAchievementRule,Long Statement
quollwriter,com.quollwriter.achievements.rules,ObjectMatch,match,Complex Method
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,toString,Long Statement
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,achieved,Complex Method
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,achieved,Magic Number
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,init,Empty catch clause
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,fillState,Magic Number
quollwriter,com.quollwriter.achievements.rules,SessionAchievementRule,SessionData,Magic Number
quollwriter,com.quollwriter.achievements.rules,SessionData,SessionData,Magic Number
quollwriter,com.quollwriter.achievements.rules,WordAchievementRule,toString,Long Statement
quollwriter,com.quollwriter.achievements.rules,WordAchievementRule,achieved,Complex Method
quollwriter,com.quollwriter.achievements.rules,WordCountAchievementRule,toString,Long Statement
quollwriter,com.quollwriter.achievements.ui,AchievementBox,AchievementBox,Magic Number
quollwriter,com.quollwriter.achievements.ui,AchievementBox,getIcon,Empty catch clause
quollwriter,com.quollwriter.achievements.ui,AchievementBox,getIcon,Long Statement
quollwriter,com.quollwriter.achievements.ui,AchievementBox,getIcon,Magic Number
quollwriter,com.quollwriter.achievements.ui,Achievements,achievementReached,Complex Method
quollwriter,com.quollwriter.achievements.ui,Achievements,achievementReached,Long Statement
quollwriter,com.quollwriter.achievements.ui,Achievements,init,Long Statement
quollwriter,com.quollwriter.achievements.ui,Achievements,init,Magic Number
quollwriter,com.quollwriter.achievements.ui,Achievements,getAchievementsBox,Magic Number
quollwriter,com.quollwriter.achievements.ui,Achievements,createAchievementsSoundEnabledInFullScreenCheckbox,Long Statement
quollwriter,com.quollwriter.achievements.ui,Achievements,createAchievementsEnabledCheckbox,Long Statement
quollwriter,com.quollwriter.achievements.ui,Achievements,actionPerformed,Long Statement
quollwriter,com.quollwriter.achievements.ui,Achievements,run,Long Statement
quollwriter,com.quollwriter,Base64,InputStream,Magic Number
quollwriter,com.quollwriter,Base64,read,Complex Conditional
quollwriter,com.quollwriter,Base64,read,Complex Method
quollwriter,com.quollwriter,Base64,read,Magic Number
quollwriter,com.quollwriter,Base64,OutputStream,Magic Number
quollwriter,com.quollwriter,Base64,write,Complex Method
quollwriter,com.quollwriter,Base64,write,Magic Number
quollwriter,com.quollwriter,Base64,encode3to4,Long Parameter List
quollwriter,com.quollwriter,Base64,encode3to4,Long Statement
quollwriter,com.quollwriter,Base64,encode3to4,Magic Number
quollwriter,com.quollwriter,Base64,encode3to4,Missing default
quollwriter,com.quollwriter,Base64,encodeObject,Empty catch clause
quollwriter,com.quollwriter,Base64,encodeBytes,Empty catch clause
quollwriter,com.quollwriter,Base64,encodeBytes,Magic Number
