Project Name,Package Name,Type Name,Code Smell
Aegis,com.beemdevelopment.aegis,AegisTest,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,AegisTest,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis,AegisTestRunner,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,IntentTest,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,IntentTest,Broken Hierarchy
Aegis,com.beemdevelopment.aegis,IntroTest,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,IntroTest,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis,IntroTest,Broken Hierarchy
Aegis,com.beemdevelopment.aegis,OverallTest,Imperative Abstraction
Aegis,com.beemdevelopment.aegis,OverallTest,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,OverallTest,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis,OverallTest,Broken Hierarchy
Aegis,com.beemdevelopment.aegis,AppLifecycleObserver,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,AegisBackupAgent,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis,Preferences,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis,Preferences,Insufficient Modularization
Aegis,com.beemdevelopment.aegis,ThemeMap,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis.vault,VaultManagerTest,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis.vault,VaultBackupManager,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis.vault,FileComparator,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis.vault,VaultEntry,Insufficient Modularization
Aegis,com.beemdevelopment.aegis.vault,VaultEntryException,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis.vault,VaultException,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis.vault,VaultFile,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis.vault,VaultFileException,Unutilized Abstraction
Aegis,com.beemdevelopment.aegis.vault,VaultManager,Deficient Encapsulation
Aegis,com.beemdevelopment.aegis.vault,VaultManager,Insufficient Modularization
Aegis,com.beemdevelopment.aegis.vault,VaultManagerException,Unutilized Abstraction
