Project Name,Package Name,Type Name,Method Name,Code Smell
mct,gov.nasa.arc.mct.canvas.formatting,ControlAreaFormattingConstants,getBorderStyle,Magic Number
mct,gov.nasa.arc.mct.canvas.formatting,ControlAreaFormattingConstants,getBorderStyle,Missing default
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManager,invalidateLayout,Complex Method
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManager,invalidateLayout,Long Statement
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManager,invalidateLayout,Missing default
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManager,layoutContainer,Missing default
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManagerTest,testDefaultLayout,Magic Number
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManagerTest,testTileLayout,Magic Number
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManagerTest,snapToGrid,Magic Number
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManagerTest,testMixLayout,Magic Number
mct,gov.nasa.arc.mct.canvas.layout,CanvasLayoutManagerTest,setupParent,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,FlatScrollBarUI,paintThumb,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,Panel,Panel,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,setupTitlePanel,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,Panel,addPanelBorder,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,removePanelBorder,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,containsPoint,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,changeToView,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,attachManifestationToPanel,Long Statement
mct,gov.nasa.arc.mct.canvas.panel,Panel,setTitleFromManifestation,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,PanelBorder,paintBorder,Long Parameter List
mct,gov.nasa.arc.mct.canvas.panel,PanelBorder,drawBorder,Long Parameter List
mct,gov.nasa.arc.mct.canvas.panel,PanelBorder,drawBorder,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,PanelBorder,getBorderInsets,Magic Number
mct,gov.nasa.arc.mct.canvas.panel,PanelBorder,visibleBorderColor,Complex Conditional
mct,gov.nasa.arc.mct.canvas.panel,PanelBorderTest,testGraphicsContextNotReset,Magic Number
mct,gov.nasa.arc.mct.canvas.persistence,RootCanvasClassTest,testBackwardCompatibility,Magic Number
mct,gov.nasa.arc.mct.canvas.policy,CanvasFilterViewPolicy,execute,Long Statement
mct,gov.nasa.arc.mct.canvas.policy,EmbeddedCanvasViewsAreNotWriteable,execute,Long Statement
mct,gov.nasa.arc.mct.canvas.policy,TestEmbeddedViewsNotWriteable,testEmbeddedView,Long Statement
mct,gov.nasa.arc.mct.canvas.provider,CanvasComponentProvider,getMenuItemInfos,Long Statement
mct,gov.nasa.arc.mct.canvas.provider,CanvasComponentProvider,getPolicyInfos,Long Statement
mct,gov.nasa.arc.mct.canvas.view,Augmentation,Augmentation,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,Augmentation,Long Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,Augmentation,Long Statement
mct,gov.nasa.arc.mct.canvas.view,Augmentation,Augmentation,Magic Number
mct,gov.nasa.arc.mct.canvas.view,Augmentation,Augmentation,Missing default
mct,gov.nasa.arc.mct.canvas.view,Augmentation,mouseDragged,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,mouseDragged,Long Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,mouseDragged,Long Statement
mct,gov.nasa.arc.mct.canvas.view,Augmentation,mouseDragged,Missing default
mct,gov.nasa.arc.mct.canvas.view,Augmentation,marshalNewLocation,Long Statement
mct,gov.nasa.arc.mct.canvas.view,Augmentation,mousePressed,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,isDoubleClick,Magic Number
mct,gov.nasa.arc.mct.canvas.view,Augmentation,showPopupMenu,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,setCursorType,Complex Conditional
mct,gov.nasa.arc.mct.canvas.view,Augmentation,setCursorType,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,setCursorType,Long Statement
mct,gov.nasa.arc.mct.canvas.view,Augmentation,setCursorType,Magic Number
mct,gov.nasa.arc.mct.canvas.view,Augmentation,redispatchEvent,Complex Method
mct,gov.nasa.arc.mct.canvas.view,Augmentation,redispatchEvent,Long Statement
